doc_a,doc_b,similarity,cross_archive,shared_terms
TBUK15_029,TBUK15_033,0.1552,False,"block, tower, tower blocks, undertaken"
TBUK15_037,WESA_5_3_07,0.1552,True,"morris walk, morris, walk, house"
TBUK12_003,WESA_5_7_07,0.1552,True,"city, repair, tenants, council"
WESA_5_2_05,WESA_13_1_071,0.1552,True,"gas, report, mr, explosion"
TBUK1041,WESA_13_1_049,0.1552,True,"griffiths, mr, point, building"
VF_NEW_728_002,VF_NEW_728_019,0.1552,False,"visible, ronan point, text, ronan"
WESA4_1_ 04,WESA_4_3_02,0.1552,True,"tenants, action, flats, problems"
WESA_1_10_10,WESA_1_12_02,0.1552,True,"point, said, ronan point, ronan"
TBUK12_007,RP2_02,0.1552,True,"tower, campaign, tower blocks, tenants"
VF_NEW_728_039,WESA_4_8_04,0.1552,True,"tower block, tower, block, webb"
TBUK2_001,TBUK5_013,0.1552,True,"blocks, tower, tower blocks, living"
TBUK1054,WESA_2_6_02,0.1552,True,"tenants, ronan point, ronan, newham"
TBUK12_010,WESA_1_10_11,0.1552,True,"building, buildings, ronan, used"
TBUK2_010,TBUK4_085,0.1552,True,"blocks, block, report, tower"
TBUK4_041,NTBTC_04,0.1551,True,"buildings, bre, assessment, collapse"
TBUK5_010,WESA_8_1_06,0.1551,True,"cc, flats, blocks, explosion"
TBUK12_009,TBUK3_015,0.1551,True,"block, improvement, problems, estates"
TBUK5_010,WESA_5_6_02,0.1551,True,"blocks, tower, tower blocks, council"
WESA3_5_02,WESA_7_1_05,0.1551,True,"flats, blocks, national, tower blocks"
TBUK4_100,WESA16_01,0.1551,True,"panels, floor, workmanship, wall"
WESA_13_1_049,WESA_13_1_073,0.1551,False,"griffiths, eveleigh, building, gas"
TBUK4_247,TBUK5_014,0.1551,True,"residents, strengthening, safety, works"
TBUK4_045,TBUK6_018,0.1551,True,"wall, floor, panel, outer"
TBUK12_004,WESA_5_3_13,0.1551,True,"dwellings, report, tenants, blocks"
TBUK4_195,TBUK4_244,0.1551,False,"br, resident, report, property"
NTBTC_05,RP2_01,0.1551,True,"east ham, town hall, ham, east"
TBUK4_135,TBUK4_153,0.1551,False,"residents, meeting, blocks, ledbury"
WESA_1_7_01,UNCATALOGUED_02,0.1551,True,"ronan, ronan point, point, press"
WESA_1_10_18,WESA_1_11_04,0.1551,True,"flat, skirting, living room, room"
TBUK15_012,TBUK15_039,0.1551,False,"doors, block, dry riser, riser"
TBUK3_040,IMG_0165,0.1551,True,"newham, housing, tower, tower block"
TBUK15_026,TBUK6_003,0.1551,True,"tenants, safety, housing, group"
TBUK4_005,TBUK4_007,0.1551,False,"asked, rpg, pg, pg asked"
TBUK4_005,TBUK4_031,0.1551,False,"asked, rpg, pg, pg asked"
TBUK4_186,TBUK4_238,0.1551,False,"residents, council, estate, asked"
WESA_1_11_04,WESA_1_11_07,0.1551,False,"flat, skirting, living room, room"
TBUK15_042,WESA_5_6_02,0.1551,True,"blocks, london, estate, tower blocks"
TBUK15_043,WESA_5_4_02,0.1551,True,"escape, stair, stairs, floors"
TBUK4_086,TBUK4_147,0.1551,False,"southwark, southwark gov, gov, gov uk"
IMG_0012,WESA_13_1_053,0.1551,True,"witness, patten, ann, floor"
WESA_1_10_05,WESA_5_3_15,0.1551,True,"point, structural, ronan, ronan point"
TBUK4_019,TBUK4_194,0.1551,False,"right return, council, return, resident"
TBUK15_015,TBUK15_054,0.1551,False,"smoke alarms, safety, alarms, newcastle"
TBUK4_094,TBUK4_112,0.1551,False,"disproportionate collapse, disproportionate, walls, collapse"
TBUK3_010,TBUK3_012,0.155,False,"workshops, heating, blocks, attached"
TBUK15_036,WESA14_01,0.155,True,"building, london, buildings, blocks"
TBUK4_055,TBUK4_189,0.155,False,"investigations, investigated, disproportionate collapse, internal"
VF_NEW_728_026,IMG_0168,0.155,True,"ronan point, ronan, point, estate"
VF_NEW_728_045,UNCATALOGUED_01,0.155,True,"ronan point, ronan, point"
WESA_13_1_020,WESA_13_1_051,0.155,False,"hodge, mr, mrs, tests"
TBUK12_006,TBUK1001,0.155,True,"tower, national tower, national, tower blocks"
TBUK15_027,TBUK7_001,0.155,True,"safety, block, information, examples"
TBUK4_009,TBUK4_173,0.155,False,"report, arup, rpg, received"
WESA:1:13_02,WESA_5_3_15,0.155,True,"ronan, ronan point, point, webb architect"
WESA_2_1_02,WESA_13_1_051,0.155,True,"does, building, way, noise"
TBUK4_049,TBUK4_074,0.155,False,"wall, house, cross wall, location"
TBUK13_001,TBUK5_012,0.155,True,"blocks, tower, tower blocks, estate"
TBUK4_083,TBUK4_161,0.1549,False,"estate, ledbury, october, bromyard house"
TBUK4_081,WESA16_01,0.1549,True,"panels, wall, joints, building"
WESA_5_3_15,WESA_5_7_03,0.1549,True,"flats, written, joints, penetration"
TBUK1052,TBUK3_014,0.1549,True,"play, tower, children, tower block"
TBUK1025,VF_NEW_728_035,0.1549,True,"faults, ronan point, ronan, point"
WESA16_01,WESA_2_5_03,0.1549,True,"newham, point, block, borough"
TBUK4_231,TBUK6_014,0.1549,True,"blocks, government, tower blocks, uk"
VF_NEW_728_011,VF_NEW_728_047,0.1549,False,"discusses, point, text summary, visible text"
TBUK2_003,NTBTC_09,0.1549,True,"tenants, blocks, campaign, local"
IMG_0579,WESA_13_1_066,0.1549,True,"explosion, collapse, concrete, building"
TBUK13_001,TBUK4_230,0.1549,True,"blocks, tower, tower blocks, estate"
TBUK4_095,TBUK4_128,0.1549,False,"stair core, core, stair, disproportionate collapse"
TBUK1048,VF_NEW_728_039,0.1549,True,"demolition, block, ronan point, ronan"
TBUK4_154,WESA_5_5_02,0.1549,True,"cracks, house, flats, flat"
TBUK4_037,TBUK4_173,0.1549,False,"rpg, works, members, council"
VF_NEW_728_012,WESA_1_12_02,0.1549,True,"point, block, ronan point, ronan"
VF_NEW_728_010,WESA_5_3_11,0.1549,True,"bre, ronan point, report, ronan"
WESA_13_1_033,WESA_13_1_050,0.1549,False,"yes, eveleigh, machin, door"
WESA_4_6_01,WESA_13_1_006,0.1549,True,"tree cottage, cottage shalmsford, shalmsford, walnut"
TBUK4_088,TBUK4_182,0.1549,False,"cabinet, arup, ledbury, residents"
VF_NEW_728_053,WESA_9_2_02,0.1549,True,"ronan point, ronan, point, government"
TBUK1054,VF_NEW_728_006,0.1549,True,"ronan point, ronan, point, woodrow anglian"
TBUK4_029,TBUK4_084,0.1549,False,"bedroom, bromyard, bedroom bedroom, homes"
VF_NEW_728_023,VF_NEW_728_061,0.1549,False,"ronan point, visible text, ronan, article"
WESA_1_10_05,UNCATALOGUED_02,0.1549,True,"point, ronan, ronan point, engineer"
TBUK4_140,TBUK4_170,0.1549,False,"ledbury, residents, council, towers"
TBUK1036,VF_NEW_728_017,0.1548,True,"ronan point, ronan, point, evidence"
WESA_1_10_15,WESA_1_10_18,0.1548,False,"flat, skirting, living room, room"
WESA_2_5_03,UNCATALOGUED_04,0.1548,True,"newham, point, block, borough"
TBUK2_010,TBUK4_086,0.1548,True,"children, homes, council, services"
WESA_1_10_15,WESA_1_11_07,0.1548,True,"flat, skirting, living room, room"
IMG_0581,WESA_13_1_037,0.1548,True,"mr, chairman, sir, taylor"
VF_NEW_728_009,VF_NEW_728_012,0.1548,False,"block, point, visible text, article"
TBUK4_062,WESA16_01,0.1548,True,"panels, wall, building, walls"
TBUK4_145,TBUK4_241,0.1548,False,"properties, ledbury, checking, floor"
TBUK7_004,WESA_4_5_02,0.1548,True,"tenants, ve, guide, action"
TBUK4_063,WESA_13_1_016,0.1548,True,"wall, resistance, units, walls"
NTBTC_08,WESA:1:13_02,0.1548,True,"point, ronan point, ronan, block tenants"
TBUK4_018,TBUK4_183,0.1548,False,"towers, buildings, assessment, ledbury"
TBUK15_047,NTBTC_09,0.1548,True,"point, tenants, years, told"
TBUK15_044,WESA_13_1_051,0.1548,True,"point, mr, ronan, building"
TBUK4_190,WESA_9_2_02,0.1548,True,"floor, building, set, load"
TBUK15_037,TBUK15_039,0.1548,False,"flats, block, escape, floor"
TBUK5_007,IMG_0569,0.1548,True,"minister, point, building, ronan point"
TBUK6_011,WESA_5_4_02,0.1548,True,"timber, hour, original, floor"
VF_NEW_728_006,UNCATALOGUED_03,0.1548,True,"ronan point, ronan, final, point"
TBUK15_025,HTBD_01,0.1548,True,"tower, tenants, block, blocks"
TBUK15_037,WESA_1_7_09,0.1548,True,"ronan point, ronan, built, blocks"
HTBD_01,WESA_11_1_02,0.1548,True,"tenants, estate, campaign, tower block"
TBUK15_024B,TBUK2_009,0.1548,True,"tenants, tower, blocks, block"
TBUK15_049,TBUK5_010,0.1548,True,"inspected, blocks, gas, gas supply"
TBUK5_007,WESA_13_1_053,0.1548,True,"rp, gas, floor, flat"
VF_NEW_728_056,WESA4_1_ 03,0.1548,True,"high court, court, action, high"
TBUK15_033,RP2_01,0.1547,True,"tower, tower block, block, tower blocks"
TBUK4_134,TBUK4_174,0.1547,False,"residents, arup, temporary, ledbury"
TBUK4_054,TBUK4_107,0.1547,False,"accidental, elements, disproportionate collapse, disproportionate"
TBUK4_047,TBUK4_238,0.1547,False,"council, southwark council, southwark, estate"
VF_NEW_728_041,VF_NEW_728_051,0.1547,False,"ronan, ronan point, page, point"
TBUK4_037,TBUK4_203,0.1547,False,"ledbury, ledbury estate, estate, project"
TBUK15_033,TBUK7_002,0.1547,True,"tower, tower blocks, blocks, safety"
NTBTC_09,VF_NEW_728_050,0.1547,True,"point, ronan point, ronan"
TBUK4_036,TBUK4_149,0.1547,False,"ledbury, ledbury estate, estate, council"
TBUK15_007,TBUK15_028,0.1547,False,"tenants, blocks, safety, equipment"
TBUK4_126,TBUK4_185,0.1547,False,"outer, outer leaves, ground floor, safe"
WESA_8_1_02,WESA_8_1_06,0.1547,False,"glasgow, scottish, explosion, flats"
TBUK4_017,TBUK4_146,0.1547,False,"ceilings, cracks, products, sealed"
TBUK5_013,TBUK6_021,0.1547,True,"reid, condition, hour, council"
TBUK15_039,WESA_4_3_02,0.1547,True,"block, doors, flats, open"
TBUK2_009,TBUK4_034,0.1547,True,"blocks, tower, tower blocks, house"
TBUK3_011,TBUK6_004,0.1547,True,"tower, tower block, tenants, block"
TBUK4_136,TBUK4_259,0.1547,False,"residents, support, concerns, offer"
TBUK4_214,TBUK4_231,0.1547,False,"www, ledbury, www southwark, assessments"
TBUK1054,WESA_2_1_02,0.1547,True,"panels, tests, tenants, joints"
TBUK2_009,TBUK4_011,0.1547,True,"blocks, tower, tower blocks, house"
TBUK2_009,WESA_7_1_08,0.1547,True,"blocks, bison, council, london"
TBUK3_036,TBUK7_001,0.1546,True,"tower, tower block, issues, block"
WESA_5_2_05,WESA_13_1_066,0.1546,True,"gas, explosion, report, explosions"
RP1_01,WESA_4_3_02,0.1546,True,"point, action, tenants, block"
TBUK15_026,HTBD_01,0.1546,True,"tenants, blocks, block, tower"
TBUK1057,TBUK6_005,0.1546,True,"housing, blocks, programme, building"
TBUK4_249,TBUK5_012,0.1546,True,"residents, southwark, ledbury, ledbury estate"
TBUK15_024,TBUK3_026,0.1546,True,"newham, tenants, tower, campaign"
TBUK12_004,TBUK1030,0.1546,True,"defects, structural, building, local"
TBUK1009,TBUK4_078,0.1546,True,"drawing, title, slab, dimensions"
TBUK4_071,TBUK4_103,0.1546,False,"investigations, bre, resist, disproportionate collapse"
TBUK4_217,UNCATALOGUED_04,0.1546,True,"panels, point, joint, ronan point"
TBUK4_054,TBUK7_002,0.1546,True,"large panel, gas, large, blocks"
TBUK4_071,TBUK4_189,0.1546,False,"wall, flank, internal, investigations"
TBUK2_003,RP2_03,0.1546,True,"tenants, blocks, campaign, city"
IMG_0555,IMG_0559,0.1546,False,"test, july, eng, brs"
TBUK2_004,WESA_5_3_09,0.1546,True,"tenants, blocks, london, building"
TBUK2_008,TBUK3_021,0.1546,True,"tower, tenants, community, blocks"
TBUK15_025,NTBTC_01,0.1546,True,"emergency, tower, safety, housing"
TBUK4_145,TBUK4_243,0.1546,False,"properties, ledbury, checking, floor"
TBUK4_151,TBUK4_193,0.1546,False,"council, ledbury, cllr, option"
IMG_0552,IMG_0566,0.1546,False,"comp, partic, wind, thank"
TBUK1046,VF_NEW_728_035,0.1546,True,"ronan point, ronan, point, floor"
TBUK2_010,VF_NEW_728_037,0.1546,True,"tower, block, tower block, blocks"
TBUK4_003,TBUK4_037,0.1545,False,"rpg, works, members, rpg members"
VF_NEW_728_010,WESA_5_4_02,0.1545,True,"building, block, text, point"
TBUK4_004,TBUK4_037,0.1545,False,"rpg, works, members, rpg members"
TBUK15_025,TBUK3_040,0.1545,True,"association, tenants association, housing, housing department"
TBUK1052,WESA4_1_ 11,0.1545,True,"faults, blocks, tenants, building"
TBUK4_144,TBUK4_244,0.1545,False,"residents, works, term, july"
TBUK4_069,WESA_5_4_06,0.1545,True,"wall, floor, slab, panel"
TBUK4_168,TBUK4_178,0.1545,False,"arup, report, arup report, appraisal process"
TBUK13_001,TBUK15_021,0.1545,True,"tower, tower blocks, blocks, tower block"
TBUK4_061,TBUK4_107,0.1545,False,"wall, walls, reinforcement, load"
TBUK12_003,TBUK4_134,0.1545,True,"blocks, tower, gas, residents"
TBUK2_009,TBUK5_003,0.1545,True,"tenants, housing, social, tenant"
TBUK4_064,TBUK4_103,0.1545,False,"wall, resistance, resist, assessment"
TBUK1041,TBUK3_024,0.1545,True,"newham, tower, london, party"
TBUK1003,WESA_1_12_03,0.1545,True,"ronan, tenants, point, ronan point"
TBUK1041,TBUK3_027,0.1545,True,"newham, housing, party, labour"
TBUK4_230,TBUK5_013,0.1545,True,"blocks, estate, tower blocks, tower"
TBUK3_023,WESA_2_6_02,0.1545,True,"tenants, campaign, block tenants, tower block"
TBUK6_003,TBUK6_004,0.1545,False,"tenants, tel, contact, london tel"
RP2_03,WESA_5_4_02,0.1544,True,"point, ronan, london, ronan point"
WESA_5_7_05,WESA_13_1_066,0.1544,True,"joints, concrete, explosion, flat"
VF_NEW_728_057,WESA_5_3_15,0.1544,True,"ronan, ronan point, point, reports"
TBUK4_088,TBUK4_140,0.1544,False,"residents, ledbury, cabinet, towers"
TBUK1043,TBUK4_071,0.1544,True,"bre, investigations, gas, buildings"
TBUK4_130,TBUK5_012,0.1544,True,"southwark, ledbury, blocks, residents"
TBUK2_005,TBUK3_032,0.1544,True,"tenants, housing, tower, association"
TBUK3_012,WESA_10_2_02,0.1544,True,"heating, councils, problems, conference"
TBUK4_206,TBUK4_214,0.1544,False,"www southwark, assist, www, website"
VF_NEW_728_062,VF_NEW_728_064,0.1544,False,"court, page, evidence, ronan point"
WESA16_01,WESA_13_1_073,0.1544,True,"building, point, ronan point, ronan"
TBUK4_142,TBUK4_249,0.1544,False,"residents, ledbury, southwark, resident"
TBUK6_001,WESA_7_1_05,0.1544,True,"national, tower, blocks, tower blocks"
NTBTC_08,VF_NEW_728_011,0.1544,True,"point, tenants campaign, freemasons, ronan point"
VF_NEW_728_035,WESA_1_7_07,0.1544,True,"faults, ronan point, ronan, point"
TBUK4_055,TBUK4_178,0.1544,False,"stair, lift, arup, investigation"
TBUK15_034,TBUK5_001,0.1544,True,"spread, building, means escape, court"
WESA_5_3_09,WESA_13_1_052,0.1543,True,"building, continued, flat, gas"
WESA_1_9_02,WESA_4_3_02,0.1543,True,"point, tenants, building, door"
WESA_5_7_07,WESA_7_1_05,0.1543,True,"flats, city council, nottingham city, report"
TBUK2_005,TBUK5_016,0.1543,True,"tenants, council, blocks, safety"
TBUK4_187,WESA:1:15_01,0.1543,True,"said, asked, point, meeting"
UNCATALOGUED_04,WESA_13_1_073,0.1543,True,"building, point, ronan point, ronan"
TBUK4_209,TBUK4_213,0.1543,False,"london brigade, residents, brigade, southwark"
TBUK4_111,WESA_5_4_02,0.1543,True,"floor, building, regulations, floors"
TBUK5_010,WESA_5_2_05,0.1543,True,"gas, point, council, webb"
TBUK4_135,TBUK4_170,0.1543,False,"ledbury, residents, southwark, work"
TBUK1023,HTBD_04,0.1543,True,"road, house, point, freemasons road"
VF_NEW_728_016,WESA_5_3_15,0.1543,True,"ronan, ronan point, point, page"
WESA_5_5_02,WESA:9:1_01,0.1543,True,"mr, ronan, ronan point, storey"
TBUK4_035,TBUK4_167,0.1543,False,"appraisal, boundary, ledbury, option appraisal"
TBUK15_011,TBUK2_009,0.1543,True,"tenants, council, variety, problems"
TBUK4_056,TBUK4_064,0.1543,False,"ties, wall, lps, assessment"
WESA_13_1_002,WESA_13_1_052,0.1543,False,"like, did, people, went"
TBUK4_142,TBUK4_153,0.1543,False,"residents, blocks, ledbury, ledbury estate"
TBUK4_192,TBUK4_247,0.1543,False,"ledbury, residents, southwark, ledbury towers"
TBUK6_003,WESA_2_6_02,0.1543,True,"tenants, tel, housing, people"
TBUK7_002,WESA_1_12_02,0.1543,True,"panel, ronan point, ronan, point"
TBUK4_036,TBUK4_158,0.1543,False,"ledbury estate, ledbury, estate, group"
TBUK12_002,TBUK3_014,0.1543,True,"estates, tenants, tower, blocks"
TBUK4_085,TBUK4_152,0.1543,False,"options, ledbury, residents, options appraisal"
WESA_4_8_06,WESA_5_3_15,0.1543,True,"canterbury, point, report, ronan"
TBUK12_010,WESA_8_1_04,0.1543,True,"glasgow, reema, royston, gas"
TBUK12_010,VF_NEW_728_053,0.1543,True,"ronan, gas, ronan point, point"
TBUK4_022,TBUK4_137,0.1543,False,"compensation, entry, disabled, gas"
TBUK12_007,TBUK6_012,0.1543,True,"council housing, council, tenants, housing"
WESA_4_8_05,WESA_5_2_02,0.1543,True,"wall, joint, cracks, floor"
TBUK15_006,TBUK2_006,0.1542,True,"tenants, tower, tower blocks, blocks"
VF_NEW_728_058,WESA_1_12_02,0.1542,True,"ronan, evidence, explosion, inquiry"
TBUK4_077,TBUK4_189,0.1542,False,"layout, floor, panels, house"
TBUK15_033,IMG_0165,0.1542,True,"tower, tower block, block, blocks"
IMG_0581,WESA_1_10_08,0.1542,True,"mr webb, webb, mr, mr sam"
IMG_0164,IMG_0168,0.1542,True,"ronan, meeting, point, links"
TBUK6_017,WESA_5_3_13,0.1542,True,"ronan point, ronan, point, larsen"
TBUK4_180,WESA_13_1_016,0.1542,True,"gas, building, block, sand"
TBUK5_010,WESA_5_2_04,0.1542,True,"council, gas, requested, information"
TBUK3_041,WESA_3_3_02,0.1542,True,"tenants, community, tower, association"
TBUK4_042,TBUK4_155,0.1542,False,"southwark council, cracks, southwark, council"
VF_NEW_728_054,VF_NEW_728_061,0.1542,False,"text summary, visible text, summary, visible"
TBUK4_085,TBUK4_143,0.1542,False,"arup, replaced, recommendations, flats"
TBUK3_026,RP2_02,0.1542,True,"newham, tower, london, tenants"
TBUK4_038,TBUK4_221,0.1542,False,"ledbury, ledbury estate, estate, meeting"
TBUK13_001,TBUK7_001,0.1542,True,"tower, blocks, tower block, tower blocks"
TBUK15_041,WESA_1_10_11,0.1542,True,"safety, building, used, tower"
TBUK4_129,TBUK4_183,0.1542,False,"disproportionate collapse, disproportionate, core, stair"
TBUK4_247,TBUK7_002,0.1541,True,"large, large panel, residents, safety"
WESA_13_1_025,WESA_13_1_042,0.1541,False,"got, explosion, end, like"
TBUK4_142,TBUK4_168,0.1541,False,"resident, ledbury, council, southwark council"
TBUK4_208,TBUK4_257,0.1541,False,"arup, residents, structural, southwark"
TBUK4_130,TBUK4_227,0.1541,False,"ledbury, towers, residents, ledbury towers"
TBUK4_212,TBUK4_226,0.1541,False,"residents, team, blocks, make sure"
IMG_0574,WESA_9_2_02,0.1541,True,"play, joan, engineers, joan littlewood"
WESA_5_6_06,WESA_13_1_052,0.1541,True,"noise, flat, outside, work"
TBUK2_009,WESA_4_6_01,0.1541,True,"blocks, tenants, birmingham, tel"
TBUK3_025,TBUK6_004,0.1541,True,"london, tenants, newham, department"
VF_NEW_728_023,UNCATALOGUED_01,0.1541,True,"ronan point, ronan, point"
VF_NEW_728_002,VF_NEW_728_047,0.1541,False,"point, site, proposal, ronan point"
TBUK6_003,WESA_4_6_01,0.1541,True,"march, bison, like, tenants"
TBUK13_001,VF_NEW_728_024,0.1541,True,"community, tower, tower blocks, point"
VF_NEW_728_003,VF_NEW_728_035,0.1541,False,"ronan point, ronan, article, visible"
WESA_1_10_09,WESA_8_1_06,0.1541,True,"nigel spearing, spearing, nigel, mp"
TBUK4_130,TBUK4_164,0.1541,False,"southwark, ledbury, uk, estate"
TBUK15_012,TBUK1043,0.1541,True,"blocks, tower, network, blocks network"
WESA_1_7_02,WESA_1_7_09,0.1541,False,"newham, ronan point, ronan, nigel spearing"
TBUK2_001,VF_NEW_728_051,0.1541,True,"tower, tower blocks, blocks, block"
TBUK4_191,RP1_01,0.154,True,"load bearing, load, bearing, strengthened"
WESA4_1_ 10,WESA_3_3_02,0.154,True,"tenants, tower, block, tower block"
WESA_5_3_13,WESA_13_1_052,0.154,True,"gas, explosion, collapse, building"
TBUK4_079,WESA_5_5_02,0.154,True,"wall, floor, slab, floor slab"
IMG_0569,IMG_0571,0.154,False,"day, minister, regulations, building regulations"
TBUK5_016,WESA_9_4_02,0.154,True,"grenfell tower, grenfell, tower, safe"
TBUK5_014,TBUK6_007,0.154,True,"works, estate, advised, residents"
IMG_0164,WESA_2_5_03,0.154,True,"block, tenants, newham, mandy"
TBUK3_033,WESA_3_3_02,0.154,True,"tenants, community, tower, association"
TBUK4_085,TBUK4_229,0.154,False,"arup, blocks, bromyard, bromyard house"
TBUK12_010,TBUK4_217,0.154,True,"large, blocks, council, large panel"
TBUK4_033,TBUK4_142,0.154,False,"resident, residents, ledbury, issues"
TBUK4_042,TBUK4_209,0.154,False,"southwark, southwark council, ledbury estate, ledbury"
VF_NEW_728_039,WESA_5_5_01,0.154,True,"webb, sam webb, sam, tower"
TBUK4_059,TBUK4_107,0.154,False,"elements, buildings, walls, load"
TBUK4_217,TBUK6_014,0.154,True,"residents, blocks, government, large"
TBUK4_148,TBUK4_220,0.154,False,"ledbury, estate, ledbury estate, residents"
TBUK4_235,TBUK4_245,0.154,False,"residents, accommodation, want, asked"
WESA_13_1_034,WESA_13_1_051,0.154,False,"mr, mrs, yes, building"
VF_NEW_728_011,WESA3_5_02,0.154,True,"campaign, blocks, flats, tower blocks"
TBUK4_238,TBUK6_012,0.154,True,"council, residents, including, concerns"
TBUK2_004,WESA_13_1_016,0.154,True,"blocks, block, gas, flats"
