doc_a,doc_b,similarity,cross_archive,shared_terms
VF_NEW_728_026,WESA16_01,0.2145,True,"point, ronan point, ronan, building"
TBUK1052,TBUK5_014,0.2145,True,"point, ronan point, ronan, building"
UNCATALOGUED_01,WESA_13_1_001,0.2144,True,"cover, note, ronan point, ronan"
VF_NEW_728_035,WESA_1_12_02,0.2144,True,"ronan point, ronan, point, joints"
TBUK5_012,WESA_5_3_13,0.2144,True,"morris walk, morris, blocks, walk"
TBUK2_006,RP2_01,0.2144,True,"tower, tenant, tenants, pm"
TBUK2_009,TBUK3_033,0.2144,True,"tenants, community, association, tower"
WESA4_1_ 07,WESA_7_1_11,0.2144,True,"bison, remedial, problems, bison flats"
VF_NEW_728_026,UNCATALOGUED_04,0.2144,True,"point, ronan point, ronan, building"
TBUK1057,TBUK2_005,0.2144,True,"blocks, housing, stock, management"
NTBTC_04,WESA_11_1_03,0.2144,True,"ronan point, ronan, point, building"
TBUK1003,TBUK4_231,0.2144,True,"sam, government, ronan, blocks"
TBUK4_221,TBUK4_232,0.2144,False,"residents, ledbury, estate, southwark"
WESA_13_1_011,WESA_13_1_032,0.2144,False,"gas, mrs, explosion, gas explosion"
TBUK2_006,WESA_2_6_02,0.2144,True,"tenants, tel, tower, block"
NTBTC_07,IMG_0164,0.2143,True,"ronan, point, sam, meeting"
TBUK4_068,TBUK4_103,0.2143,False,"wall, assessment, phase, investigations"
TBUK4_061,WESA_5_2_01,0.2143,True,"wall, panel, panels, walls"
TBUK2_009,TBUK3_039,0.2143,True,"blocks, tower, groups, tower blocks"
TBUK12_001,TBUK15_009,0.2143,True,"tower, tower blocks, blocks, national"
TBUK15_025,TBUK15_036,0.2143,False,"regulations, blocks, block, emergency lighting"
WESA_13_1_042,WESA_13_1_045,0.2143,False,"yes, mr, did, building"
TBUK6_017,VF_NEW_728_006,0.2143,True,"woodrow anglian, company, anglian, taylor woodrow"
VF_NEW_728_034,VF_NEW_728_051,0.2143,False,"text summary, visible text, summary, visible"
TBUK4_025,TBUK4_254,0.2143,False,"cabinet, cabinet member, gov, gov uk"
WESA_13_1_056,WESA_13_1_067,0.2143,False,"goodfellow, griffiths, eveleigh, wright"
VF_NEW_728_003,VF_NEW_728_042,0.2143,False,"image, ronan point, ronan, visible"
TBUK4_095,TBUK4_096,0.2142,False,"investigations, intrusive investigations, intrusive, bromyard house"
WESA_1_7_09,WESA_5_2_01,0.2142,True,"building, built, construction, point"
TBUK4_154,TBUK4_228,0.2142,False,"southwark council, gaps, southwark, surveyor"
TBUK1052,TBUK4_231,0.2142,True,"webb, blocks, sam webb, local"
WESA_5_2_01,WESA_13_1_051,0.2142,True,"building, flat, gas, wall"
VF_NEW_728_039,VF_NEW_728_058,0.2142,False,"text summary, visible text, summary, visible"
TBUK15_034,WESA_5_4_02,0.2142,True,"escape, building, spread, main"
TBUK1003,TBUK5_010,0.2142,True,"blocks, point, council, ronan"
VF_NEW_728_032,VF_NEW_728_037,0.2142,False,"ronan point, ronan, visible, point"
WESA_13_1_025,WESA_13_1_049,0.2142,False,"griffiths, goodfellow, eveleigh, think"
TBUK12_006,TBUK13_001,0.2141,True,"tower, tower blocks, blocks, tower block"
WESA_5_5_03,WESA_7_1_08,0.2141,True,"bison, hillingdon, water, water penetration"
TBUK1054,TBUK1055,0.2141,False,"ronan point, ronan, point, reports"
TBUK4_057,TBUK4_061,0.2141,False,"wall, panels, floor, connections"
TBUK6_005,WESA:1:15_01,0.214,True,"ronan point, ronan, inquiry, point"
TBUK15_024,TBUK2_003,0.214,True,"tenants, tower, blocks, campaign"
VF_NEW_728_008,VF_NEW_728_051,0.214,False,"ronan point, ronan, text summary, point"
TBUK12_007,WESA_1_7_07,0.214,True,"tenants, campaign, housing, council"
VF_NEW_728_022,VF_NEW_728_027,0.214,False,"visible, visible text, ronan point, text"
TBUK4_006,TBUK4_150,0.214,False,"towers, right return, decision, return"
NTBTC_09,UNCATALOGUED_01,0.214,True,"ronan point, ronan, point, webb"
TBUK4_062,WESA_1_10_18,0.214,True,"walls, wall, panels, panel"
TBUK4_062,WESA_1_11_07,0.214,True,"walls, wall, panels, panel"
TBUK1009,TBUK1013,0.214,False,"bars, stated, fig, diagrams title"
TBUK1003,WESA3_5_02,0.214,True,"campaign, blocks, frances, frances clarke"
WESA_13_1_061,WESA_13_1_068,0.214,False,"griffiths, goodfellow, continued, jl"
VF_NEW_728_026,WESA14_01,0.2139,True,"ronan, ronan point, point, building"
WESA_7_1_10,WESA_7_1_12,0.2139,False,"basford, nottingham, manchester, hillingdon"
WESA14_01,WESA_13_1_070,0.2139,True,"building, ministry, did, joint"
IMG_0555,IMG_0584,0.2139,True,"illegible, clark, north, mean"
NTBTC_01,VF_NEW_728_032,0.2139,True,"ronan point, ronan, point, newham"
TBUK4_147,TBUK4_152,0.2139,False,"ledbury, residents, box, southwark gov"
VF_NEW_728_005,WESA_2_6_02,0.2139,True,"tenants, jones, block, newham"
VF_NEW_728_063,VF_NEW_728_064,0.2139,False,"court, page, let, details"
TBUK4_051,TBUK4_058,0.2139,False,"cross walls, walls, cross, wall"
TBUK12_003,TBUK1003,0.2139,True,"blocks, tenants, tower, council"
VF_NEW_728_021,VF_NEW_728_032,0.2138,False,"ronan point, ronan, point, partly"
TBUK4_140,TBUK4_220,0.2138,False,"ledbury, council, residents, tower blocks"
IMG_0570,WESA_1_7_09,0.2138,True,"building, point, ronan point, ronan"
TBUK4_096,WESA_2_1_02,0.2138,True,"panels, tests, wall panels, concrete"
VF_NEW_728_040,VF_NEW_728_051,0.2138,False,"text summary, visible text, summary, visible"
VF_NEW_728_005,VF_NEW_728_035,0.2138,False,"demolished, ronan point, ronan, article"
TBUK4_014,TBUK4_192,0.2137,False,"rpg, ledbury, council, homes"
VF_NEW_728_016,VF_NEW_728_041,0.2137,False,"page, ronan, ronan point, point"
WESA14_01,WESA_2_5_03,0.2137,True,"newham, tenants, tower, point"
TBUK15_024,TBUK2_001,0.2137,True,"tenants, tower, blocks, publicity"
VF_NEW_728_011,VF_NEW_728_057,0.2137,False,"text summary, visible text, summary, visible"
TBUK4_244,TBUK4_258,0.2137,False,"residents, works, need, want"
WESA_4_8_04,WESA_13_1_043,0.2137,True,"profession, mr webb, webb, sincerely"
VF_NEW_728_008,VF_NEW_728_042,0.2137,False,"text summary, visible text, station, summary"
TBUK2_003,WESA3_5_02,0.2136,True,"blocks, campaign, tower, tower blocks"
TBUK1041,TBUK2_004,0.2136,True,"blocks, tower, tower blocks, housing"
TBUK4_107,TBUK4_113,0.2136,False,"shear, reinforcement, wall, element"
TBUK5_010,WESA_3_3_02,0.2136,True,"blocks, tower, tenants, safety"
TBUK1030,TBUK4_064,0.2136,True,"wall, panels, walls, external"
TBUK4_246,TBUK4_247,0.2136,False,"southwark, ledbury, residents, risks"
TBUK4_077,TBUK4_084,0.2136,False,"house, bromyard house, bromyard, strengthening"
WESA4_1_ 04,WESA_7_1_05,0.2136,True,"bison, basford, flats, tenants"
TBUK1048,VF_NEW_728_028,0.2136,True,"ronan point, ronan, partial, collapse"
TBUK4_015,TBUK4_047,0.2136,False,"ledbury estate, ledbury, estate, southwark council"
WESA_13_1_039,WESA_13_1_061,0.2135,False,"nut, fracture, pike, enquiry"
TBUK4_028,TBUK4_178,0.2135,False,"report, arup, bromyard, works"
TBUK2_002,TBUK7_004,0.2135,True,"tenants, tower, blocks, block"
TBUK4_018,TBUK4_054,0.2135,False,"assessment, risk, buildings, gas"
WESA_5_3_09,WESA_13_1_071,0.2135,True,"continued, gas, building, walk"
TBUK4_216,TBUK6_005,0.2135,True,"politicians, ronan point, ronan, inquiry"
TBUK4_209,TBUK4_246,0.2135,False,"southwark, ledbury, ledbury estate, estate"
RP1_01,VF_NEW_728_053,0.2135,True,"ronan point, ronan, point, woodrow anglian"
WESA_5_2_01,WESA_5_5_03,0.2134,True,"flat, wall, bathroom, water"
TBUK4_137,TBUK4_258,0.2134,False,"residents, carry, gas, arup"
TBUK4_067,TBUK4_217,0.2134,False,"large, large panel, panel tower, panel"
TBUK4_068,TBUK4_109,0.2134,False,"walls, flank, flank walls, cross"
RP1_01,WESA_5_2_01,0.2134,True,"buildings, flat, flats, panel"
TBUK1027,WESA_3_3_02,0.2134,True,"tenants, block, blocks, council"
VF_NEW_728_022,WESA_1_12_02,0.2134,True,"ronan point, ronan, point, expert"
WESA_1_9_02,WESA_13_1_031,0.2134,True,"yes, explosion, point, mr"
TBUK1054,TBUK4_059,0.2134,True,"load, wind, buildings, pressures"
VF_NEW_728_006,VF_NEW_728_022,0.2134,False,"visible, ronan point, ronan, point"
WESA4_1_ 03,WESA_2_1_02,0.2134,True,"bison, tenants, bison tenants, flats"
VF_NEW_728_049,UNCATALOGUED_02,0.2134,True,"ronan, ronan point, point, joint"
TBUK4_011,VF_NEW_728_002,0.2133,True,"development, site, blocks, proposal"
TBUK15_056,WESA_2_5_03,0.2133,True,"tower, blocks, tower blocks, national"
TBUK4_064,TBUK4_185,0.2133,False,"wall, walls, panels, ground"
TBUK4_103,TBUK4_111,0.2133,False,"shear wall, shear, disproportionate collapse, disproportionate"
TBUK15_001,WESA_2_5_03,0.2133,True,"tower, blocks, tower blocks, national"
TBUK4_066,VF_NEW_728_008,0.2133,True,"building, building research, research, research establishment"
TBUK4_034,VF_NEW_728_002,0.2133,True,"development, site, blocks, proposal"
WESA14_01,WESA_4_3_02,0.2133,True,"point, tenants, building, block"
WESA_13_1_055,WESA_13_1_072,0.2133,False,"layfield, rp, goodfellow, griffiths"
TBUK4_125,TBUK4_126,0.2133,False,"outer, leaves, panels, outer leaves"
TBUK2_002,WESA_4_3_04,0.2133,True,"tenants, block, scheme, security"
TBUK3_036,IMG_0165,0.2133,True,"tower block, tower, block, tenants campaign"
WESA_1_11_04,WESA_5_2_02,0.2132,True,"crack, flat, wall, kitchen"
IMG_0011,WESA_9_3_02,0.2132,True,"illegible, smith, handwritten, george"
WESA:1:15_01,WESA_8_1_04,0.2132,True,"said, inquiry, public inquiry, public"
TBUK15_047,TBUK2_004,0.2132,True,"blocks, tenants, heating, block"
VF_NEW_728_003,VF_NEW_728_050,0.2132,False,"point, ronan point, ronan, visible"
VF_NEW_728_005,WESA_2_5_03,0.2132,True,"newham, block, tower block, tower"
TBUK12_010,TBUK2_001,0.2132,True,"tenants, blocks, tower, sheffield"
TBUK1052,WESA_13_1_021,0.2132,True,"ronan, ronan point, point, building"
WESA_5_4_01,UNCATALOGUED_01,0.2132,True,"interim, note, sam webb, webb"
WESA16_01,WESA_13_1_011,0.2132,True,"point, ronan point, ronan, lb"
WESA_4_3_02,UNCATALOGUED_02,0.2131,True,"point, tenants, building, block"
VF_NEW_728_017,VF_NEW_728_047,0.2131,False,"point, ronan point, ronan, text summary"
TBUK5_013,WESA_4_6_01,0.2131,True,"copy, blocks, sam, letter"
TBUK1046,VF_NEW_728_006,0.2131,True,"ronan point, ronan, point, contract"
VF_NEW_728_011,VF_NEW_728_013,0.2131,False,"tenants, text summary, ronan point, visible text"
TBUK1046,VF_NEW_728_021,0.2131,True,"ronan point, ronan, point, newham"
TBUK3_015,WESA_2_5_03,0.2131,True,"tower block, tower, block, problems"
TBUK15_043,TBUK2_004,0.2131,True,"tenants, blocks, safety, smoke"
TBUK3_010,TBUK3_016,0.2131,False,"tower, campaign, tower block, block"
TBUK15_033,TBUK1052,0.213,True,"tower, block, blocks, tower block"
TBUK2_006,TBUK7_002,0.213,True,"tower, blocks, tower blocks, safety"
TBUK1036,WESA_13_1_066,0.213,True,"explosion, flat, heard, building"
VF_NEW_728_029,VF_NEW_728_059,0.213,False,"copy, ronan point, ronan, point"
TBUK13_001,WESA14_01,0.213,True,"point, ronan, ronan point, tower"
TBUK1025,WESA_1_7_02,0.213,True,"newham, jones, fred jones, nigel spearing"
TBUK2_001,TBUK3_026,0.213,True,"tenants, tower, london, tower hamlets"
VF_NEW_728_028,IMG_0168,0.213,True,"taylor woodrow, woodrow, court, taylor"
TBUK15_050,TBUK15_051,0.2129,False,"flats, lobby, doors, towers"
TBUK4_036,TBUK4_161,0.2129,False,"ledbury, house, estate, ledbury estate"
WESA_5_3_13,WESA_13_1_071,0.2129,True,"gas, walk, report, point"
TBUK2_009,VF_NEW_728_002,0.2129,True,"tenants, blocks, council, tower"
WESA_1_7_04,WESA_9_2_02,0.2129,True,"flats, ronan point, ronan, wall"
TBUK1023,RP1_01,0.2129,True,"test, blocks, tenants, point"
WESA_1_10_15,WESA_5_2_02,0.2129,True,"crack, flat, wall, kitchen"
TBUK13_001,UNCATALOGUED_02,0.2129,True,"point, ronan, ronan point, tower"
TBUK4_135,TBUK4_248,0.2128,False,"residents, southwark, arnold tarling, tarling"
TBUK4_047,TBUK4_066,0.2128,False,"design, building, research establishment, local government"
IMG_0164,WESA_2_5_04,0.2128,True,"march, sam, systems building, community links"
VF_NEW_728_017,VF_NEW_728_028,0.2128,False,"court, ronan point, ronan, text summary"
TBUK4_081,TBUK4_113,0.2128,False,"wall, panels, steel, existing"
TBUK15_050,WESA_5_4_02,0.2128,True,"escape, floor, building, regulations"
TBUK1021,NTBTC_06,0.2128,True,"tower, block, tower block, tenants"
TBUK15_015,TBUK15_026,0.2128,False,"tenants, safety, blocks, safety tower"
VF_NEW_728_002,VF_NEW_728_038,0.2127,False,"sites, hunt thompson, housing, thompson"
WESA_1_10_18,WESA_1_7_09,0.2127,True,"building, ronan point, ronan, concrete"
IMG_0041,WESA_9_2_02,0.2127,True,"floor, flat, mortar, flats"
TBUK4_090,TBUK4_197,0.2127,False,"director, mike tyrrell, tyrrell, mike"
VF_NEW_728_010,WESA_9_2_02,0.2127,True,"building, ronan point, ronan, point"
UNCATALOGUED_04,WESA_13_1_011,0.2127,True,"point, ronan point, ronan, lb"
TBUK2_002,WESA_1_12_02,0.2127,True,"tenants, point, block, ronan point"
TBUK4_047,VF_NEW_728_006,0.2127,True,"taylor woodrow, woodrow, taylor, council"
TBUK4_061,TBUK4_119,0.2127,False,"wall, wall floor, walls, connections"
WESA_1_11_07,WESA_1_7_09,0.2127,True,"building, ronan point, ronan, concrete"
WESA_7_1_09,WESA_7_1_12,0.2126,False,"insulation, nottingham, manchester, bison"
TBUK12_001,TBUK12_009,0.2126,False,"groups, block, tower, problems"
VF_NEW_728_051,UNCATALOGUED_02,0.2126,True,"ronan, ronan point, point, tower"
TBUK3_023,NTBTC_06,0.2126,True,"national, tower, block, tower block"
TBUK4_170,TBUK4_223,0.2126,False,"ledbury, residents, ledbury action, action group"
VF_NEW_728_006,VF_NEW_728_059,0.2126,False,"ronan point, ronan, point, visible text"
VF_NEW_728_002,WESA_3_3_02,0.2126,True,"tenants, blocks, action, local"
TBUK4_025,TBUK4_168,0.2126,False,"ledbury, council, resident, right return"
IMG_0574,WESA_13_1_002,0.2126,True,"joan, talk, littlewood, great"
TBUK4_047,VF_NEW_728_053,0.2126,True,"taylor woodrow, woodrow, taylor, ronan point"
TBUK4_042,TBUK4_048,0.2126,False,"lps, disproportionate, disproportionate collapse, blocks"
TBUK4_088,TBUK4_135,0.2126,False,"residents, ledbury, arup, strategic director"
TBUK2_009,WESA_7_1_05,0.2125,True,"blocks, council, flats, tower"
TBUK15_034,TBUK15_052,0.2125,False,"escape, means escape, means, block"
VF_NEW_728_034,VF_NEW_728_059,0.2125,False,"text summary, visible text, summary, visible"
VF_NEW_728_022,WESA_1_7_01,0.2125,True,"box, ronan point, ronan, point"
WESA:1:15_01,WESA_5_3_11,0.2125,True,"ronan point, ronan, point, said"
TBUK4_006,TBUK4_082,0.2125,False,"options, ledbury, open communities, residents"
TBUK4_046,TBUK4_100,0.2125,False,"panels, wall, stair, stair core"
WESA_5_3_15,WESA_13_1_022,0.2125,True,"ronan, ronan point, point, inquiry"
TBUK4_184,TBUK4_190,0.2125,False,"height, floor, steel, reduce"
TBUK15_020,TBUK2_004,0.2125,True,"tower, block, tower blocks, blocks"
TBUK1027,NTBTC_04,0.2125,True,"ronan, ronan point, point, woodrow anglian"
TBUK12_003,TBUK1027,0.2125,True,"tenants, blocks, council, block"
TBUK4_165,TBUK4_242,0.2125,False,"southwark gov, gov uk, gov, uk"
TBUK4_149,TBUK4_150,0.2125,False,"ledbury, council, southwark council, southwark"
NTBTC_08,IMG_0039,0.2124,True,"point, hume point, hume, ronan point"
TBUK4_171,TBUK4_221,0.2124,False,"meeting, estate, update, ledbury"
VF_NEW_728_017,VF_NEW_728_061,0.2124,False,"text summary, visible text, summary, visible"
WESA_1_7_02,WESA_2_6_02,0.2124,True,"newham, jones, fred jones, nigel spearing"
IMG_0040,UNCATALOGUED_02,0.2124,True,"ronan, ronan point, point, buildings"
WESA_13_1_016,WESA_13_1_049,0.2124,False,"gas, miss, mr, building"
TBUK2_003,NTBTC_01,0.2124,True,"tenants, campaign, tower, housing"
VF_NEW_728_059,WESA16_01,0.2124,True,"point, ronan point, ronan, report"
TBUK4_137,TBUK4_142,0.2124,False,"wardens, residents, safety, cracks"
VF_NEW_728_059,UNCATALOGUED_04,0.2123,True,"point, ronan point, ronan, report"
WESA_1_7_02,WESA_1_7_07,0.2123,False,"newham, jones, fred jones, nigel spearing"
TBUK6_004,RP2_01,0.2123,True,"tower, tower block, tenants campaign, tenants"
TBUK15_048,WESA_1_12_02,0.2123,True,"ronan point, ronan, block, point"
TBUK2_009,TBUK4_130,0.2123,True,"council, tenants, estate, blocks"
TBUK4_188,TBUK4_249,0.2123,False,"residents, right return, ledbury, right"
WESA_5_5_02,WESA_7_1_06,0.2123,True,"bison, concrete, wall, frame"
NTBTC_07,WESA_8_1_03,0.2122,True,"ronan point, ronan, point, webb"
TBUK4_041,TBUK4_126,0.2122,False,"measures, disproportionate collapse, disproportionate, investigations"
WESA_1_12_02,WESA_13_1_045,0.2122,True,"did, point, ronan point, ronan"
TBUK1030,WESA14_01,0.2122,True,"ronan, building, ronan point, point"
TBUK1048,TBUK4_216,0.2122,True,"ronan point, ronan, point, blocks"
TBUK15_013,TBUK15_027,0.2122,False,"block, alarms, smoke alarms, instructions"
VF_NEW_728_021,VF_NEW_728_055,0.2122,False,"ronan point, ronan, point, article"
TBUK4_035,TBUK6_011,0.2122,True,"stated, drawn, diagrams title, drawn diagrams"
TBUK4_015,TBUK4_149,0.2122,False,"ledbury, ledbury estate, estate, southwark council"
VF_NEW_728_026,VF_NEW_728_060,0.2122,False,"text, ronan, visible, partly"
TBUK4_045,WESA_5_2_02,0.2122,True,"wall, bedroom, panels, span"
WESA_13_1_009,WESA_13_1_031,0.2122,False,"gas, board, gas board, explosion"
TBUK1024,WESA_9_2_02,0.2122,True,"tenants, wall, engineers, building"
VF_NEW_728_019,VF_NEW_728_058,0.2122,False,"visible, ronan, text summary, visible text"
TBUK4_113,WESA_5_5_02,0.2122,True,"wall, concrete, wind, reinforcement"
TBUK2_009,WESA_7_1_12,0.2122,True,"council, tenants, blocks, city"
VF_NEW_728_019,VF_NEW_728_040,0.2122,False,"visible, discusses, text summary, visible text"
TBUK12_010,TBUK5_007,0.2122,True,"gas, psi, evidence, ronan"
TBUK4_024,TBUK4_193,0.2122,False,"leaseholders, resident leaseholders, council, leaseholder"
TBUK15_024,TBUK6_004,0.2121,True,"tenants, tenants campaign, campaign, newham tower"
TBUK4_042,TBUK4_257,0.2121,False,"arup, phase, blocks, assessments"
TBUK2_009,WESA_5_3_15,0.2121,True,"blocks, tenants, london, flats"
TBUK4_059,TBUK4_113,0.2121,False,"wind, lateral, connections, loads"
TBUK4_152,TBUK4_220,0.2121,False,"ledbury, residents, estate, ledbury estate"
WESA14_01,WESA_13_1_031,0.212,True,"point, building, ronan, mr"
TBUK15_003,TBUK15_021,0.212,False,"safety, section, tower, local"
TBUK3_010,TBUK3_017,0.212,False,"workshops, tower, attached, tower block"
WESA_13_1_051,WESA_13_1_073,0.212,False,"gas, yes, building, eveleigh"
TBUK4_168,TBUK4_225,0.212,False,"ledbury, options, options appraisal, appraisal"
TBUK15_005,TBUK2_009,0.212,True,"tenants, tower, block, blocks"
TBUK2_004,WESA_2_6_02,0.212,True,"tenants, tower, campaign, block"
TBUK15_033,TBUK3_039,0.212,True,"tower, tower blocks, national, information"
TBUK4_018,TBUK4_247,0.212,False,"southwark, residents, towers, ledbury"
TBUK15_030,TBUK2_005,0.212,True,"blocks, tower, tower blocks, safety"
TBUK4_198,TBUK4_249,0.212,False,"residents, right return, ledbury, right"
TBUK1021,TBUK3_027,0.212,True,"housing department, newham, housing, department"
TBUK4_087,TBUK4_192,0.212,False,"residents, ledbury, consultation, resident"
WESA_13_1_023,WESA_13_1_052,0.212,False,"mr, miss, ee, explosion"
VF_NEW_728_024,VF_NEW_728_034,0.2119,False,"aid, text summary, visible text, summary"
TBUK4_158,TBUK4_159,0.2119,False,"residents, urgent, need, evacuate"
VF_NEW_728_033,VF_NEW_728_056,0.2119,False,"text summary, visible text, summary, collapse"
VF_NEW_728_020,VF_NEW_728_057,0.2119,False,"text summary, visible text, summary, visible"
WESA_5_3_09,WESA_13_1_023,0.2119,True,"point, building, ronan, ronan point"
TBUK15_017,TBUK4_221,0.2119,True,"alarms, residents, alarm, estate"
TBUK4_220,TBUK4_238,0.2119,False,"residents, council, ledbury, southwark council"
WESA:9:1_01,WESA_13_1_051,0.2119,True,"mr, point, ronan, ministry"
TBUK4_085,TBUK4_210,0.2119,False,"arup, recommendations, residents, ledbury"
WESA_1_11_05,WESA_4_8_06,0.2119,True,"canterbury, county, road, dover"
VF_NEW_728_051,VF_NEW_728_056,0.2118,False,"text summary, visible text, summary, visible"
TBUK4_214,TBUK4_248,0.2118,False,"residents, southwark, ensure, bathrooms"
TBUK15_022,TBUK4_048,0.2118,True,"codes, regulations, building, blocks"
TBUK4_055,TBUK4_057,0.2118,False,"phase, investigations, investigated, connect"
TBUK4_140,TBUK4_149,0.2117,False,"council, ledbury, residents, homes"
TBUK1048,NTBTC_01,0.2117,True,"ronan point, ronan, point, block"
WESA:1:15_01,WESA_13_1_047,0.2117,True,"went, said, point, ronan point"
TBUK1036,IMG_0579,0.2117,True,"angles, ronan point, ronan, point"
WESA_5_3_09,WESA_5_4_02,0.2117,True,"building, london, point, flat"
TBUK1043,NTBTC_06,0.2117,True,"national, tower, tenants, blocks"
TBUK4_242,TBUK4_247,0.2117,False,"residents, ledbury, southwark, tra hall"
TBUK1036,WESA_13_1_011,0.2117,True,"ronan point, explosion, ronan, point"
TBUK2_009,TBUK3_023,0.2117,True,"tenants, tower, blocks, groups"
WESA_1_7_02,WESA_8_1_06,0.2117,True,"cc, nigel spearing, spearing, nigel"
TBUK4_163,TBUK4_223,0.2117,False,"ledbury, residents, ledbury action, action group"
TBUK1057,HTBD_03,0.2117,True,"housing, resources, blocks, works"
TBUK4_011,TBUK4_012,0.2116,False,"boundary, option, site, area"
WESA_5_3_13,WESA_13_1_058,0.2116,True,"bunn, morris walk, morris, walk"
IMG_0578,WESA_9_2_02,0.2116,True,"point, ronan point, ronan, newham"
VF_NEW_728_013,VF_NEW_728_023,0.2116,False,"ronan point, ronan, point, visible text"
WESA4_1_ 11,WESA_7_1_07,0.2116,True,"bison, flats, blocks, went"
TBUK4_069,TBUK4_071,0.2116,False,"wall, investigations, floor, vertical"
TBUK4_037,TBUK4_171,0.2116,False,"rpg, estate, ledbury estate, tenants leaseholders"
VF_NEW_728_021,WESA_5_3_15,0.2116,True,"ronan, ronan point, point, blocks"
TBUK4_012,TBUK4_034,0.2116,False,"boundary, option, site, area"
WESA_13_1_027,WESA_13_1_052,0.2116,False,"goodfellow, gas, griffiths, ee"
NTBTC_06,WESA_5_3_09,0.2116,True,"building, point, built, ronan point"
TBUK4_087,TBUK4_247,0.2116,False,"residents, ledbury, tra, group"
TBUK4_007,TBUK4_130,0.2115,False,"council, demolition, ledbury, new"
VF_NEW_728_019,VF_NEW_728_033,0.2115,False,"visible, text summary, visible text, summary"
VF_NEW_728_043,VF_NEW_728_065,0.2115,False,"text, text summary, visible text, summary"
TBUK4_069,IMG_0040,0.2115,True,"wall, figure, flank wall, flank"
TBUK4_031,TBUK4_130,0.2115,False,"council, demolition, ledbury, new"
WESA_1_11_07,WESA_13_1_016,0.2115,True,"building, flat, walls, concrete"
WESA_1_10_18,WESA_13_1_016,0.2115,True,"building, flat, walls, concrete"
VF_NEW_728_028,VF_NEW_728_034,0.2114,False,"repair, text summary, visible text, summary"
TBUK12_006,TBUK2_005,0.2114,True,"tower, blocks, tower blocks, information"
TBUK4_126,TBUK4_189,0.2114,False,"wall, need, investigations, elements"
TBUK1048,NTBTC_09,0.2114,True,"ronan point, ronan, point, gas"
IMG_0538,WESA_5_6_06,0.2114,True,"noise, work, second, reach"
TBUK4_122,TBUK4_125,0.2114,False,"wall, outer, leaves, panels"
WESA_1_10_16,WESA_4_8_06,0.2113,True,"canterbury, county, road, dover"
TBUK1030,UNCATALOGUED_02,0.2113,True,"ronan, building, ronan point, point"
VF_NEW_728_034,VF_NEW_728_045,0.2113,False,"text summary, visible text, design, summary"
VF_NEW_728_045,UNCATALOGUED_04,0.2113,True,"point, ronan point, ronan, building"
IMG_0553,IMG_0563,0.2113,False,"illegible, ft, wind, des"
TBUK4_134,NTBTC_09,0.2113,True,"gas, gas supply, supply, blocks"
TBUK4_140,TBUK4_223,0.2113,False,"ledbury, residents, council, communication"
TBUK15_016,HTBD_01,0.2113,True,"tenants, tower, lift, campaign"
TBUK4_001,TBUK4_083,0.2113,False,"report, cabinet, update, meeting"
TBUK4_071,TBUK4_109,0.2113,False,"walls, flank, vertical, flank walls"
VF_NEW_728_039,VF_NEW_728_065,0.2113,False,"text, text summary, visible text, summary"
TBUK12_007,IMG_0168,0.2113,True,"tenants, blocks, group, housing"
TBUK4_026,TBUK4_083,0.2113,False,"report, cabinet, update, meeting"
TBUK1048,WESA_13_1_016,0.2112,True,"block, gas, building, collapse"
TBUK15_009,TBUK15_052,0.2112,False,"escape, means escape, network, blocks"
TBUK4_066,TBUK4_231,0.2112,False,"local government, local, communities, government"
VF_NEW_728_040,VF_NEW_728_056,0.2112,False,"discusses, text summary, visible text, summary"
TBUK15_024B,WESA_2_6_02,0.2112,True,"tenants, campaign, tower block, tenants campaign"
VF_NEW_728_008,WESA_1_10_10,0.2112,True,"building research, research, bre, building"
TBUK2_004,TBUK4_213,0.2112,True,"safety, blocks, smoke, focus"
TBUK4_041,TBUK4_064,0.2111,False,"resistance, external wall, wall panels, external"
TBUK15_041,WESA_3_3_02,0.2111,True,"security, blocks, tower, tenants"
TBUK4_037,TBUK4_223,0.2111,False,"ledbury, ledbury estate, estate, ledbury action"
WESA_5_2_02,WESA_5_4_02,0.2111,True,"ceiling, duct, flat, illegible text"
TBUK2_002,TBUK3_015,0.2111,True,"tower, block, blocks, tenants"
VF_NEW_728_031,VF_NEW_728_051,0.2111,False,"ronan point, ronan, text summary, point"
TBUK4_079,IMG_0041,0.2111,True,"floor, slab, floor slab, title"
TBUK1027,TBUK2_003,0.2111,True,"tenants, blocks, tel, block"
IMG_0039,WESA_5_3_05,0.2111,True,"london borough, borough, london, tower hamlets"
TBUK4_090,TBUK4_203,0.2111,False,"director, mike tyrrell, tyrrell, mike"
WESA4_1_ 03,WESA_7_1_05,0.2111,True,"bison, flats, bison tenants, national"
TBUK1057,NTBTC_07,0.2111,True,"ronan point, ronan, building, point"
TBUK4_259,TBUK4_260,0.2111,False,"compensation, yes, council, pay"
TBUK15_024,TBUK2_010,0.2111,True,"tenants, blocks, blocks demolished, tower"
TBUK15_022,TBUK15_048,0.2111,False,"construction, bscp, building, escape"
TBUK4_228,WESA_9_2_02,0.2111,True,"gaps, flat, building, london"
TBUK15_029,TBUK2_002,0.211,True,"block, tenants, tower, blocks"
TBUK12_008,TBUK2_006,0.211,True,"tenants, estates, racist, racism"
